id,Название,Год,Рейтинг,Страна,Жанр,Режиссёр
86326,Счастливое число Слевина,2005,7.5,США,триллер,Пол Макгиган
7724,Летят журавли,1957,7.5,СССР,военный,Михаил Калатозов
4541,Шоу Трумана,1998,7.5,США,драма,Питер Уир
41431,Война,2002,7.5,Россия,боевик,Алексей Балабанов
81733,Гордость и предубеждение,2005,7.5,Великобритания,драма,Джо Райт
45822,Вокзал для двоих,1982,7.5,СССР,драма,Эльдар Рязанов
906042,Приключения Паддингтона 2,2017,7.5,Франция,фэнтези,Пол Кинг
406408,Законопослушный гражданин,2009,7.5,США,боевик,Ф. Гэри Грей
425400,Пожары,2010,7.5,Канада,драма,Дени Вильнёв
367,Реквием по мечте,2000,7.5,США,драма,Даррен Аронофски
1191022,Подольские курсанты,2020,7.5,Россия,военный,Вадим Шмелев
1043758,Паразиты,2019,7.5,Корея Южная,драма,Пон Джун-хо
43423,Афоня,1975,7.5,СССР,драма,Георгий Данелия
7226,Догвилль,2003,7.5,Дания,триллер,Ларс фон Триер
606646,12 лет рабства,2013,7.5,Великобритания,драма,Стив МакКуин
46368,Не может быть!,1975,7.5,СССР,мелодрама,Леонид Гайдай
649917,По соображениям совести,2016,7.5,США,биография,Мэл Гибсон
723,Планета Ка-Пэкс,2001,7.4,Германия,фантастика,Иэн Софтли
407636,Гарри Поттер и Дары Смерти: Часть II,2011,7.4,Великобритания,фэнтези,Дэвид Йейтс
462606,Области тьмы,2011,7.4,США,триллер,Нил Бёргер
530,Игры разума,2001,7.4,США,биография,Рон Ховард
681849,Лучшее предложение,2012,7.4,Италия,триллер,Джузеппе Торнаторе
7605663,Диодорова. Против течения,2024,7.4,Россия,драма,Сандал Баишев
46638,Мимино,1977,7.4,СССР,драма,Георгий Данелия
81041,Алеша Попович и Тугарин Змей,2004,7.4,Россия,мультфильм,Константин Бронзит
44811,Кин-дза-дза!,1986,7.4,СССР,фантастика,Георгий Данелия
45314,Жестокий романс,1984,7.4,СССР,драма,Эльдар Рязанов
7660,Холодное лето пятьдесят третьего...,1987,7.4,СССР,драма,Александр Прошкин
346,12 разгневанных мужчин,1956,7.4,США,драма,Сидни Люмет
645276,Лекарь: Ученик Авиценны,2013,7.4,Германия,приключения,Филипп Штёльцль
688,Гарри Поттер и Тайная комната,2002,7.4,Великобритания,фэнтези,Крис Коламбус
43602,Самая обаятельная и привлекательная,1985,7.4,СССР,мелодрама,Геральд Бежанов
1183599,Огонь,2020,7.4,Россия,драма,Алексей Нужный
44027,Судьба человека,1959,7.4,СССР,драма,Сергей Бондарчук
3797,Адвокат дьявола,1997,7.4,США,триллер,Тейлор Хэкфорд
4502606,Поток,2024,7.4,Латвия,мультфильм,Гинтс Зильбалодис
4542189,Великолепная поездка,2022,7.4,Франция,драма,Кристиан Карион
5105855,Одна жизнь,2023,7.4,Великобритания,драма,Джеймс Хоуз
41442,Ворошиловский стрелок,1999,7.4,Россия,драма,Станислав Говорухин
14349,Такси,1998,7.4,Франция,боевик,Жерар Пирес
808639,Дурак,2014,7.4,Россия,драма,Юрий Быков
958519,Отель Мумбаи: Противостояние,2018,7.4,США,боевик,Энтони Марас
738,Жизнь Дэвида Гейла,2002,7.4,Великобритания,триллер,Алан Паркер
5267432,Как приручить дракона,2025,7.4,США,фэнтези,Дин ДеБлуа
601564,Легенда №17,2012,7.4,Россия,биография,Николай Лебедев
3442,Троя,2004,7.4,США,боевик,Вольфганг Петерсен
518037,Невозможное,2012,7.4,Испания,драма,Хуан Антонио Байона
957887,Клаус,2019,7.4,Испания,мультфильм,Серхио Паблос
843649,Мстители: Война бесконечности,2018,7.4,США,фантастика,Энтони Руссо
596125,Гонка,2013,7.4,Великобритания,спорт,Рон Ховард
841081,Ла-Ла Ленд,2016,7.4,США,мюзикл,Дэмьен Шазелл
485311,Король говорит!,2010,7.4,США,драма,Том Хупер
251733,Аватар,2009,7.4,США,фантастика,Джеймс Кэмерон
8408,Гарри Поттер и Кубок огня,2005,7.4,Великобритания,фэнтези,Майк Ньюэлл
5619,Звёздные войны: Эпизод 3 – Месть ситхов,2005,7.4,США,фантастика,Джордж Лукас
441,Принцесса Мононоке,1997,7.4,Япония,аниме,Хаяо Миядзаки
46066,Белое солнце пустыни,1969,7.4,СССР,боевик,Владимир Мотыль
368936,Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,1980,7.4,СССР,криминал,Игорь Масленников
63991,Пираты Карибского моря: Сундук мертвеца,2006,7.4,США,фэнтези,Гор Вербински
567118,Деревья на асфальте,1984,7.4,СССР,драма,Владимир Колос
6944852,Нэчжа побеждает Царя драконов,2025,7.4,Китай,мультфильм,Ян Юй
692861,Исчезнувшая,2014,7.4,США,триллер,Дэвид Финчер
327,Крестный отец 2,1974,7.4,США,драма,Фрэнсис Форд Коппола
255611,Искупление,2007,7.4,Великобритания,драма,Джо Райт
843650,Мстители: Финал,2019,7.4,США,фантастика,Энтони Руссо
386,Чужой,1979,7.4,Великобритания,ужасы,Ридли Скотт
4996,Общество мертвых поэтов,1989,7.4,США,драма,Питер Уир
44720,Карнавальная ночь,1956,7.3,СССР,комедия,Эльдар Рязанов
1234939,Счастье в конверте,2019,7.3,Россия,семейный,Светлана Суханова
522876,Век Адалин,2015,7.3,США,драма,Ли Толанд Кригер
341,Амели,2001,7.3,Франция,мелодрама,Жан-Пьер Жёне
345,Молчание ягнят,1990,7.3,США,триллер,Джонатан Демме
864138,Лев,2016,7.3,Австралия,драма,Гарт Дэвис
7653,Особенности национальной охоты,1995,7.3,Россия,комедия,Александр Рогожкин
6144,Реальная любовь,2003,7.3,Великобритания,мелодрама,Ричард Кёртис
933307,Опасная игра Слоун,2016,7.3,США,драма,Джон Мэдден
40955,Приходи на меня посмотреть,2000,7.3,Россия,мелодрама,Михаил Агранович
45660,Вам и не снилось...,1980,7.3,СССР,драма,Илья Фрэз
1048334,Джокер,2019,7.3,США,драма,Тодд Филлипс
3707,Страсти Христовы,2004,7.3,США,драма,Мэл Гибсон
81555,Загадочная история Бенджамина Баттона,2008,7.3,США,драма,Дэвид Финчер
77203,Покровские ворота,1982,7.3,СССР,мюзикл,Михаил Козаков
75871,Олдбой,2003,7.3,Корея Южная,триллер,Пак Чхан-ук
3561,Дневник памяти,2004,7.3,США,драма,Ник Кассаветис
1179501,Дело Коллини,2019,7.3,Германия,детектив,Марко Кройцпайнтнер
4384109,Белая птица: Новое чудо,2023,7.3,США,драма,Марк Форстер
5452393,Граф Монте-Кристо,2024,7.3,Франция,триллер,Александр де Ла Пательер
722951,Чудо,2017,7.3,США,драма,Стивен Чбоски
683999,Отель «Гранд Будапешт»,2014,7.3,США,комедия,Уэс Андерсон
43970,Сталкер,1979,7.3,СССР,фантастика,Андрей Тарковский
5502,Назад в будущее 2,1989,7.3,США,фантастика,Роберт Земекис
839818,Экипаж,2016,7.3,Россия,драма,Николай Лебедев
437410,Темный рыцарь: Возрождение легенды,2012,7.3,США,фантастика,Кристофер Нолан
77283,Тот самый Мюнхгаузен,1979,7.3,СССР,фэнтези,Марк Захаров
278522,Хоббит: Нежданное путешествие,2012,7.3,Новая Зеландия,фэнтези,Питер Джексон
635772,Игра в имитацию,2014,7.3,США,биография,Мортен Тильдум
354799,Шерлок Холмс и доктор Ватсон: Смертельная схватка,1980,7.3,СССР,криминал,Игорь Масленников
7466,Бронкская история,1993,7.3,США,драма,Роберт Де Ниро
835086,Ford против Ferrari,2019,7.3,США,биография,Джеймс Мэнголд
350,Славные парни,1990,7.3,США,драма,Мартин Скорсезе
647671,Охота,2012,7.3,Дания,драма,Томас Винтерберг
5167,Эффект бабочки,2003,7.3,США,фантастика,Эрик Бресс
382,Американская история X,1998,7.3,США,драма,Тони Кэй
12198,Игра,1997,7.3,США,триллер,Дэвид Финчер
939411,Мотылёк,2017,7.3,США,драма,Михаэль Ноер
1142206,Пальма,2020,7.3,Россия,семейный,Александр Домогаров мл.
1000443,Балканский рубеж,2019,7.3,Россия,боевик,Андрей Волгин
61237,Железный человек,2008,7.3,США,фантастика,Джон Фавро
44467,Гараж,1979,7.3,СССР,драма,Эльдар Рязанов
336,Пролетая над гнездом кукушки,1975,7.3,США,драма,Милош Форман
94296,Освобождение: Огненная дуга,1968,7.3,СССР,драма,Юрий Озеров
45694,Вечера на хуторе близ Диканьки,1961,7.3,СССР,фэнтези,Александр Роу
45028,Курьер,1986,7.3,СССР,драма,Карен Шахназаров
497,Римские каникулы,1953,7.3,США,драма,Уильям Уайлер
8366,Нечто,1982,7.3,США,ужасы,Джон Карпентер
57004,Игрушка,1976,7.3,Франция,драма,Франсис Вебер
102198,Иллюзионист,2005,7.3,США,драма,Нил Бёргер
351,Красота по-американски,1999,7.3,США,драма,Сэм Мендес
5928,Один дома 2: Затерянный в Нью-Йорке,1992,7.3,США,комедия,Крис Коламбус
885317,Ученик чудовища,2015,7.3,Япония,аниме,Мамору Хосода
46792,Три плюс два,1963,7.3,СССР,мелодрама,Генрих Оганисян
2717,Убить Билла,2003,7.3,США,боевик,Квентин Тарантино
610,Билли Эллиот,2000,7.3,Великобритания,драма,Стивен Долдри
5089019,Роднина,2025,7.3,Россия,спорт,Константин Статский
89515,Гарри Поттер и Принц-полукровка,2009,7.3,Великобритания,фэнтези,Дэвид Йейтс
838,Человек-паук,2002,7.3,США,фантастика,Сэм Рэйми
470553,Прислуга,2011,7.3,США,драма,Тейт Тейлор
5492,Вечное сияние чистого разума,2004,7.3,США,мелодрама,Мишель Гондри
958722,Твоё имя,2016,7.3,Япония,аниме,Макото Синкай
910353,Выстрел в пустоту,2015,7.3,США,криминал,Рик Роман Во
44691,Калина красная,1973,7.3,СССР,драма,Василий Шукшин
395,Шестое чувство,1999,7.3,США,детектив,М. Найт Шьямалан
5364887,Группа крови,2025,7.3,Россия,военный,Максим Бриус
1091,Люди в чёрном,1997,7.3,США,фантастика,Барри Зонненфельд
627,Изгой,2000,7.3,США,драма,Роберт Земекис
46285,На войне как на войне,1968,7.3,СССР,военный,Виктор Трегубович
413362,Миллионер из трущоб,2008,7.3,Великобритания,криминал,Дэнни Бойл
222809,12,2007,7.3,Россия,триллер,Никита Михалков
195434,Старикам тут не место,2007,7.3,США,триллер,Итан Коэн
260162,Далласский клуб покупателей,2013,7.3,США,драма,Жан-Марк Валле
468102,О чём говорят мужчины,2010,7.3,Россия,комедия,Дмитрий Дьяченко
507,Терминатор,1984,7.2,США,фантастика,Джеймс Кэмерон
1032308,Как прогулять школу с пользой,2017,7.2,Франция,драма,Николя Ванье
104938,В погоне за счастьем,2006,7.2,США,драма,Габриэле Муччино
354,Апокалипсис сегодня,1979,7.2,США,военный,Фрэнсис Форд Коппола
348,Эта замечательная жизнь,1947,7.2,США,фэнтези,Фрэнк Капра
46089,Берегись автомобиля,1966,7.2,СССР,криминал,Эльдар Рязанов
2494,Казино,1995,7.2,США,драма,Мартин Скорсезе
442568,Воин,2011,7.2,США,драма,Гэвин О’Коннор
959365,Невидимый гость,2016,7.2,Испания,триллер,Ориол Паоло
368937,Приключения Шерлока Холмса и доктора Ватсона: Охота на тигра,1980,7.2,СССР,криминал,Игорь Масленников
102124,Пираты Карибского моря: На краю света,2007,7.2,США,приключения,Гор Вербински
495518,Один день,2011,7.2,США,драма,Лоне Шерфиг
494,Другие,2001,7.2,Испания,ужасы,Алехандро Аменабар
694633,Хоббит: Битва пяти воинств,2014,7.2,Новая Зеландия,фэнтези,Питер Джексон
455194,Пленницы,2013,7.2,США,триллер,Дени Вильнёв
371,Спасти рядового Райана,1998,7.2,США,военный,Стивен Спилберг
880,Чего хотят женщины,2000,7.2,США,мелодрама,Нэнси Майерс
394,Бешеные псы,1991,7.2,США,криминал,Квентин Тарантино
944098,"Три билборда на границе Эббинга, Миссури",2017,7.2,Великобритания,драма,Мартин Макдона
3793,Константин: Повелитель тьмы,2005,7.2,США,фэнтези,Фрэнсис Лоуренс
1008113,Таксист,2017,7.2,Корея Южная,история,Чан Хун
1421591,Небо,2021,7.2,Россия,военный,Игорь Копылов
485261,Убойные каникулы,2010,7.2,Канада,комедия,Илай Крэйг
46063,Белорусский вокзал,1970,7.2,СССР,драма,Андрей Смирнов
527,День сурка,1993,7.2,США,фэнтези,Харольд Рэмис
44238,"Добро пожаловать, или Посторонним вход воспрещен",1964,7.2,СССР,комедия,Элем Климов
42799,Осенний марафон,1979,7.2,СССР,драма,Георгий Данелия
408876,Хоббит: Пустошь Смауга,2013,7.2,Новая Зеландия,фэнтези,Питер Джексон
406,Чужие,1986,7.2,Великобритания,ужасы,Джеймс Кэмерон
4695,Лицо со шрамом,1983,7.2,США,драма,Брайан Де Пальма
1108571,Приключения Реми,2018,7.2,Франция,мелодрама,Антуан Блоссье
4540126,Дюна: Часть вторая,2024,7.2,США,фантастика,Дени Вильнёв
